,Usuario,Local,fecha,semaforo,comentario,add_loc_cert,add_loc_localidad,add_loc_cat,add_loc_sect,add_usu_disc,add_usu_pordisc
291,441,19,11/6/2021,V,,N,Valencia,bar,hostelería,auditiva,72.0
292,808,19,19/7/2021,V,,N,Valencia,bar,hostelería,orgánica,79.0
293,181,19,19/7/2021,V,,N,Valencia,bar,hostelería,motora,24.0
294,15,19,25/6/2021,V,,N,Valencia,bar,hostelería,auditiva,50.0
295,629,19,18/6/2021,V,,N,Valencia,bar,hostelería,visual,30.0
296,475,19,28/6/2021,V,,N,Valencia,bar,hostelería,visual,76.0
297,229,19,17/7/2021,V,,N,Valencia,bar,hostelería,visual,54.0
298,526,19,6/7/2021,A,"Tienen mi like, pasense.",N,Valencia,bar,hostelería,orgánica,58.0
299,755,19,10/6/2021,A,Muy bien.,N,Valencia,bar,hostelería,auditiva,52.0
300,948,19,18/7/2021,A,,N,Valencia,bar,hostelería,orgánica,70.0
301,686,19,24/6/2021,A,"Me gusto el sitio, lo recomiendo.",N,Valencia,bar,hostelería,visual,67.0
302,928,20,18/6/2021,V,,N,Valencia,restaurante,hostelería,visual,79.0
303,491,20,10/7/2021,V,,N,Valencia,restaurante,hostelería,ninguna,0.0
304,504,20,25/5/2021,V,,N,Valencia,restaurante,hostelería,orgánica,67.0
305,965,20,10/6/2021,V,,N,Valencia,restaurante,hostelería,orgánica,44.0
306,203,20,1/6/2021,V,,N,Valencia,restaurante,hostelería,auditiva,55.0
307,820,20,24/5/2021,V,,N,Valencia,restaurante,hostelería,ninguna,0.0
308,275,20,14/6/2021,V,Está muy bien adaptado.,N,Valencia,restaurante,hostelería,motora,22.0
309,614,20,5/7/2021,V,"Pasabamos por aquí­, decidimos meternos después de ver que estaba en la applicación y no hemos encontrado ningun inconveniente.",N,Valencia,restaurante,hostelería,motora,48.0
310,281,20,11/6/2021,V,,N,Valencia,restaurante,hostelería,orgánica,48.0
311,971,20,10/7/2021,V,,N,Valencia,restaurante,hostelería,visual,68.0
312,120,20,20/7/2021,V,,N,Valencia,restaurante,hostelería,cognitiva,28.0
313,758,20,26/6/2021,V,,N,Valencia,restaurante,hostelería,visual,58.0
314,754,20,28/6/2021,V,,N,Valencia,restaurante,hostelería,ninguna,0.0
315,137,20,16/7/2021,V,,N,Valencia,restaurante,hostelería,orgánica,55.0
316,722,20,22/7/2021,A,"I loved it, loves to Spain!",N,Valencia,restaurante,hostelería,motora,42.0
317,321,20,11/6/2021,A,,N,Valencia,restaurante,hostelería,ninguna,0.0
318,354,20,21/7/2021,A,,N,Valencia,restaurante,hostelería,orgánica,63.0
319,170,21,30/5/2021,V,,N,Valencia,cafe,hostelería,visual,28.0
320,586,21,15/6/2021,A,,N,Valencia,cafe,hostelería,ninguna,0.0
321,132,21,22/6/2021,A,,N,Valencia,cafe,hostelería,visual,46.0
322,168,21,20/7/2021,A,,N,Valencia,cafe,hostelería,motora,51.0
323,140,21,10/6/2021,A,"Pues esperaba más la verdad. Un amigo me recomendó venir, pero creo que me lo dijo de broma. No creo que vuelva, está muy mal adaptado.",N,Valencia,cafe,hostelería,orgánica,41.0
324,482,21,24/5/2021,R,,N,Valencia,cafe,hostelería,orgánica,78.0
325,427,22,10/6/2021,A,,N,Valencia,pub,hostelería,cognitiva,46.0
326,78,22,18/7/2021,A,,N,Valencia,pub,hostelería,ninguna,0.0
327,321,22,24/6/2021,R,,N,Valencia,pub,hostelería,ninguna,0.0
328,351,22,9/6/2021,R,,N,Valencia,pub,hostelería,auditiva,53.0
329,359,22,7/6/2021,R,,N,Valencia,pub,hostelería,motora,65.0
330,522,22,4/7/2021,R,,N,Valencia,pub,hostelería,orgánica,49.0
331,672,22,2/6/2021,R,,N,Valencia,pub,hostelería,visual,64.0
332,818,22,13/6/2021,R,,N,Valencia,pub,hostelería,cognitiva,18.0
333,871,22,5/6/2021,R,Se corresponde con las características,N,Valencia,pub,hostelería,ninguna,0.0
334,231,22,5/7/2021,R,,N,Valencia,pub,hostelería,motora,19.0
335,403,22,18/6/2021,R,,N,Valencia,pub,hostelería,ninguna,0.0
336,319,23,14/7/2021,V,Sin problemas con la accesibilidad,N,Valencia,bar,hostelería,motora,21.0
337,134,23,25/5/2021,V,,N,Valencia,bar,hostelería,orgánica,52.0
338,852,23,23/5/2021,V,,N,Valencia,bar,hostelería,visual,39.0
339,641,23,16/7/2021,V,,N,Valencia,bar,hostelería,cognitiva,86.0
340,31,23,24/5/2021,V,"Lugar muy accesible, lo recomiendo a los que tengas dudas.",N,Valencia,bar,hostelería,motora,24.0
341,981,23,13/7/2021,V,,N,Valencia,bar,hostelería,orgánica,87.0
342,492,23,4/6/2021,V,,N,Valencia,bar,hostelería,orgánica,34.0
343,864,23,27/5/2021,V,,N,Valencia,bar,hostelería,orgánica,87.0
344,890,23,15/7/2021,V,,N,Valencia,bar,hostelería,orgánica,40.0
345,620,23,21/7/2021,V,,N,Valencia,bar,hostelería,ninguna,0.0
346,378,23,22/6/2021,V,,N,Valencia,bar,hostelería,cognitiva,21.0
347,154,23,30/5/2021,A,,N,Valencia,bar,hostelería,ninguna,0.0
348,269,23,18/7/2021,A,,N,Valencia,bar,hostelería,auditiva,65.0
349,533,23,12/7/2021,A,Muy recomendable.,N,Valencia,bar,hostelería,visual,75.0
350,600,24,13/7/2021,V,,N,Madrid,restaurante,hostelería,motora,40.0
351,341,24,27/6/2021,V,,N,Madrid,restaurante,hostelería,auditiva,53.0
352,743,24,5/6/2021,A,,N,Madrid,restaurante,hostelería,motora,62.0
353,975,24,4/7/2021,A,,N,Madrid,restaurante,hostelería,visual,33.0
354,406,24,1/6/2021,A,,N,Madrid,restaurante,hostelería,auditiva,66.0
355,557,24,4/7/2021,A,"Qué descaro de sitio, no tengo ni ganas de comentar, valoración negativa.",N,Madrid,restaurante,hostelería,visual,81.0
356,428,24,7/6/2021,A,,N,Madrid,restaurante,hostelería,motora,43.0
357,422,24,8/7/2021,A,,N,Madrid,restaurante,hostelería,orgánica,36.0
358,306,24,24/5/2021,A,,N,Madrid,restaurante,hostelería,visual,46.0
359,549,24,13/7/2021,A,Sitio de 10. Todos deberian ser como este.,N,Madrid,restaurante,hostelería,cognitiva,34.0
360,432,24,14/6/2021,R,Lo recomiendo.,N,Madrid,restaurante,hostelería,orgánica,54.0
361,635,24,29/5/2021,R,,N,Madrid,restaurante,hostelería,motora,59.0
362,142,25,19/7/2021,V,,N,Madrid,bar,hostelería,visual,21.0
363,929,25,9/6/2021,A,,N,Madrid,bar,hostelería,auditiva,31.0
364,829,25,8/6/2021,A,,N,Madrid,bar,hostelería,ninguna,0.0
365,321,25,9/7/2021,A,,N,Madrid,bar,hostelería,ninguna,0.0
366,969,25,28/5/2021,A,,N,Madrid,bar,hostelería,auditiva,55.0
367,701,25,30/6/2021,A,,N,Madrid,bar,hostelería,orgánica,21.0
368,471,25,2/7/2021,R,,N,Madrid,bar,hostelería,motora,66.0
369,720,26,13/6/2021,V,,N,Madrid,teatro,ocio,motora,88.0
370,698,26,4/6/2021,A,Perfecto,N,Madrid,teatro,ocio,cognitiva,61.0
371,109,26,11/7/2021,A,,N,Madrid,teatro,ocio,orgánica,66.0
372,29,26,24/5/2021,A,,N,Madrid,teatro,ocio,ninguna,0.0
373,793,26,20/7/2021,R,,N,Madrid,teatro,ocio,orgánica,56.0
374,193,27,26/5/2021,V,,N,Madrid,teatro,ocio,cognitiva,58.0
375,473,27,3/7/2021,V,,N,Madrid,teatro,ocio,orgánica,90.0
376,536,27,13/7/2021,V,,N,Madrid,teatro,ocio,auditiva,84.0
377,837,27,3/7/2021,V,,N,Madrid,teatro,ocio,cognitiva,36.0
378,674,27,30/6/2021,V,,N,Madrid,teatro,ocio,motora,46.0
379,152,27,6/7/2021,V,,N,Madrid,teatro,ocio,visual,36.0
380,744,27,4/6/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",N,Madrid,teatro,ocio,visual,76.0
381,330,27,13/7/2021,V,,N,Madrid,teatro,ocio,cognitiva,61.0
382,620,27,17/6/2021,V,,N,Madrid,teatro,ocio,ninguna,0.0
383,430,27,20/7/2021,A,Sitio de 10. Todos deberian ser como este.,N,Madrid,teatro,ocio,visual,59.0
384,877,27,27/6/2021,A,,N,Madrid,teatro,ocio,auditiva,63.0
385,641,28,17/6/2021,V,,N,Madrid,restaurante,hostelería,cognitiva,86.0
386,138,28,7/6/2021,A,,N,Madrid,restaurante,hostelería,ninguna,0.0
387,804,28,21/6/2021,A,"El sitio me parecía bonito, pero el trato fue horrendo y la disponibilidad para asistir mis problemas de accesibilidad escasos. Es una pena que los propietarios se despreocupen tanto de la actitud de sus trabajadores. Recomiendo ir si quereis pasar una mala tarde.",N,Madrid,restaurante,hostelería,ninguna,0.0
388,303,28,15/7/2021,A,"Me gusto el sitio, lo recomiendo.",N,Madrid,restaurante,hostelería,visual,28.0
389,974,28,29/5/2021,A,Sitio de 10. Todos deberian ser como este.,N,Madrid,restaurante,hostelería,visual,87.0
390,627,28,8/6/2021,A,,N,Madrid,restaurante,hostelería,auditiva,59.0
391,934,28,15/6/2021,R,,N,Madrid,restaurante,hostelería,ninguna,0.0
392,915,29,15/7/2021,A,,N,Barcelona,teatro,ocio,cognitiva,71.0
393,24,29,2/6/2021,A,,N,Barcelona,teatro,ocio,ninguna,0.0
394,178,29,22/6/2021,R,,N,Barcelona,teatro,ocio,motora,88.0
395,491,29,22/7/2021,R,,N,Barcelona,teatro,ocio,ninguna,0.0
396,964,29,24/5/2021,R,"Me gusto el sitio, lo recomiendo.",N,Barcelona,teatro,ocio,orgánica,79.0
397,936,29,25/5/2021,R,,N,Barcelona,teatro,ocio,orgánica,59.0
398,915,29,7/7/2021,R,,N,Barcelona,teatro,ocio,cognitiva,71.0
399,584,29,15/7/2021,R,,N,Barcelona,teatro,ocio,auditiva,62.0
400,244,29,3/6/2021,R,,N,Barcelona,teatro,ocio,cognitiva,37.0
401,361,29,30/6/2021,R,,N,Barcelona,teatro,ocio,orgánica,52.0
402,396,29,11/6/2021,R,,N,Barcelona,teatro,ocio,orgánica,36.0
403,869,29,28/6/2021,R,,N,Barcelona,teatro,ocio,visual,58.0
404,18,30,13/6/2021,V,,N,Barcelona,cafe,hostelería,visual,79.0
405,894,30,2/6/2021,A,,N,Barcelona,cafe,hostelería,auditiva,52.0
406,741,30,17/6/2021,A,,N,Barcelona,cafe,hostelería,auditiva,43.0
407,17,30,27/5/2021,A,,N,Barcelona,cafe,hostelería,motora,73.0
408,65,30,13/7/2021,A,,N,Barcelona,cafe,hostelería,auditiva,50.0
409,690,30,9/7/2021,A,,N,Barcelona,cafe,hostelería,motora,79.0
410,749,30,12/6/2021,A,,N,Barcelona,cafe,hostelería,visual,49.0
411,82,30,1/6/2021,R,,N,Barcelona,cafe,hostelería,motora,33.0
412,114,31,6/7/2021,V,,N,Barcelona,teatro,ocio,cognitiva,66.0
413,511,31,29/6/2021,V,,N,Barcelona,teatro,ocio,ninguna,0.0
414,988,31,12/7/2021,A,,N,Barcelona,teatro,ocio,orgánica,56.0
415,840,31,24/5/2021,A,,N,Barcelona,teatro,ocio,orgánica,52.0
416,344,31,30/5/2021,A,Sitio de 10. Todos deberian ser como este.,N,Barcelona,teatro,ocio,orgánica,50.0
417,642,31,28/6/2021,A,Se corresponde con las características,N,Barcelona,teatro,ocio,ninguna,0.0
418,744,31,1/7/2021,A,,N,Barcelona,teatro,ocio,visual,76.0
419,728,31,19/6/2021,A,,N,Barcelona,teatro,ocio,orgánica,60.0
420,149,31,28/6/2021,A,,N,Barcelona,teatro,ocio,cognitiva,57.0
421,232,31,22/6/2021,A,,N,Barcelona,teatro,ocio,cognitiva,75.0
422,78,31,21/7/2021,A,,N,Barcelona,teatro,ocio,ninguna,0.0
423,826,31,24/5/2021,A,Muy bien.,N,Barcelona,teatro,ocio,cognitiva,81.0
424,697,31,29/6/2021,R,,N,Barcelona,teatro,ocio,motora,62.0
425,915,31,2/7/2021,R,,N,Barcelona,teatro,ocio,cognitiva,71.0
426,220,32,10/6/2021,A,,N,Barcelona,bar,hostelería,cognitiva,71.0
427,365,32,15/7/2021,A,"Como dice el dicho, no vuelvo ni en pintura! No pude acceder ya que en la entrada había al menos 30 cm de ""salto de altura"", imposible para mí­!!!",N,Barcelona,bar,hostelería,visual,52.0
428,454,32,26/6/2021,A,"Vaya, además de que me ha encantado, da gusto poder encontrarte sitios así­, actualizados, accesibles. Seguro que vuelvo cuando me pasé por la ciudad!",N,Barcelona,bar,hostelería,motora,51.0
429,816,32,8/6/2021,R,,N,Barcelona,bar,hostelería,orgánica,72.0
430,178,32,24/5/2021,R,,N,Barcelona,bar,hostelería,motora,88.0
431,900,32,12/7/2021,R,,N,Barcelona,bar,hostelería,motora,41.0
432,816,32,2/7/2021,R,,N,Barcelona,bar,hostelería,orgánica,72.0
433,583,32,16/7/2021,R,,N,Barcelona,bar,hostelería,visual,37.0
434,731,32,8/6/2021,R,,N,Barcelona,bar,hostelería,motora,65.0
435,734,32,30/5/2021,R,,N,Barcelona,bar,hostelería,motora,56.0
436,257,32,11/6/2021,R,,N,Barcelona,bar,hostelería,auditiva,68.0
437,734,32,17/6/2021,R,,N,Barcelona,bar,hostelería,motora,56.0
438,532,32,15/6/2021,R,,N,Barcelona,bar,hostelería,cognitiva,66.0
439,978,32,15/7/2021,R,,N,Barcelona,bar,hostelería,orgánica,74.0
440,59,33,19/7/2021,V,,N,Barcelona,cafe,hostelería,orgánica,56.0
441,162,33,29/6/2021,A,Lo recomiendo.,N,Barcelona,cafe,hostelería,orgánica,38.0
442,397,33,2/6/2021,A,,N,Barcelona,cafe,hostelería,ninguna,0.0
443,395,33,28/6/2021,A,,N,Barcelona,cafe,hostelería,ninguna,0.0
444,972,33,19/6/2021,A,,N,Barcelona,cafe,hostelería,auditiva,71.0
445,440,33,29/5/2021,A,,N,Barcelona,cafe,hostelería,auditiva,77.0
446,747,33,10/7/2021,A,Muy bien.,N,Barcelona,cafe,hostelería,auditiva,55.0
447,598,33,28/6/2021,R,,N,Barcelona,cafe,hostelería,visual,83.0
448,276,34,12/6/2021,V,,N,Barcelona,restaurante,hostelería,orgánica,64.0
449,265,34,15/6/2021,A,,N,Barcelona,restaurante,hostelería,motora,53.0
450,934,34,20/6/2021,A,,N,Barcelona,restaurante,hostelería,ninguna,0.0
451,792,34,26/6/2021,A,"I loved it, loves to Spain!",N,Barcelona,restaurante,hostelería,cognitiva,73.0
452,868,34,5/7/2021,A,,N,Barcelona,restaurante,hostelería,auditiva,34.0
453,545,34,12/7/2021,A,Muy recomendable.,N,Barcelona,restaurante,hostelería,auditiva,65.0
454,705,34,7/7/2021,A,,N,Barcelona,restaurante,hostelería,orgánica,39.0
455,423,34,28/6/2021,R,,N,Barcelona,restaurante,hostelería,auditiva,48.0
456,783,35,31/5/2021,V,,N,Bilbao,cafe,hostelería,visual,56.0
457,902,35,24/5/2021,A,,N,Bilbao,cafe,hostelería,visual,53.0
458,539,35,22/7/2021,A,Lo recomiendo.,N,Bilbao,cafe,hostelería,orgánica,56.0
459,192,35,6/6/2021,A,,N,Bilbao,cafe,hostelería,ninguna,0.0
460,447,35,30/5/2021,A,,N,Bilbao,cafe,hostelería,cognitiva,52.0
461,146,35,20/7/2021,A,"Tienen mi like, pasense.",N,Bilbao,cafe,hostelería,orgánica,23.0
462,828,35,23/5/2021,A,,N,Bilbao,cafe,hostelería,motora,66.0
463,813,35,28/6/2021,R,,N,Bilbao,cafe,hostelería,cognitiva,61.0
464,51,36,19/7/2021,V,,N,Bilbao,cine,ocio,visual,82.0
465,462,36,2/7/2021,V,,N,Bilbao,cine,ocio,visual,38.0
466,449,36,26/5/2021,V,,N,Bilbao,cine,ocio,auditiva,78.0
467,463,36,5/6/2021,V,,N,Bilbao,cine,ocio,visual,56.0
468,693,36,19/7/2021,V,,N,Bilbao,cine,ocio,auditiva,41.0
469,271,36,1/6/2021,V,,N,Bilbao,cine,ocio,auditiva,51.0
470,699,36,2/6/2021,V,,N,Bilbao,cine,ocio,motora,51.0
471,64,36,17/6/2021,V,,N,Bilbao,cine,ocio,cognitiva,66.0
472,281,36,30/5/2021,V,,N,Bilbao,cine,ocio,orgánica,48.0
473,602,36,1/6/2021,V,,N,Bilbao,cine,ocio,visual,69.0
474,19,36,18/7/2021,V,,N,Bilbao,cine,ocio,ninguna,0.0
475,370,36,11/6/2021,V,,N,Bilbao,cine,ocio,motora,64.0
476,874,36,31/5/2021,V,,N,Bilbao,cine,ocio,orgánica,37.0
477,203,36,1/7/2021,V,,N,Bilbao,cine,ocio,auditiva,55.0
478,348,36,31/5/2021,V,,N,Bilbao,cine,ocio,cognitiva,46.0
479,368,36,28/5/2021,A,,N,Bilbao,cine,ocio,cognitiva,59.0
480,891,36,31/5/2021,A,"I loved it, loves to Spain!",N,Bilbao,cine,ocio,auditiva,38.0
481,531,36,7/6/2021,A,,N,Bilbao,cine,ocio,orgánica,46.0
482,484,37,3/6/2021,V,,N,Bilbao,restaurante,hostelería,motora,67.0
483,198,37,4/7/2021,V,,N,Bilbao,restaurante,hostelería,visual,25.0
484,962,37,13/7/2021,A,,N,Bilbao,restaurante,hostelería,visual,48.0
485,714,37,14/7/2021,A,Muy recomendable.,N,Bilbao,restaurante,hostelería,auditiva,32.0
486,618,37,10/7/2021,A,,N,Bilbao,restaurante,hostelería,cognitiva,68.0
487,943,37,21/6/2021,A,,N,Bilbao,restaurante,hostelería,cognitiva,78.0
488,954,37,20/7/2021,A,Muy recomendable.,N,Bilbao,restaurante,hostelería,cognitiva,43.0
489,600,37,20/6/2021,A,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",N,Bilbao,restaurante,hostelería,motora,40.0
490,200,37,16/6/2021,A,,N,Bilbao,restaurante,hostelería,visual,54.0
491,39,37,12/6/2021,A,,N,Bilbao,restaurante,hostelería,auditiva,49.0
492,855,37,4/6/2021,R,,N,Bilbao,restaurante,hostelería,visual,51.0
493,272,37,10/7/2021,R,,N,Bilbao,restaurante,hostelería,visual,41.0
494,942,38,23/5/2021,V,,N,Bilbao,bar,hostelería,motora,60.0
495,930,38,26/6/2021,A,,N,Bilbao,bar,hostelería,orgánica,29.0
496,427,38,17/7/2021,A,Volveré,N,Bilbao,bar,hostelería,cognitiva,46.0
497,294,38,12/7/2021,A,,N,Bilbao,bar,hostelería,motora,42.0
498,26,38,29/5/2021,A,,N,Bilbao,bar,hostelería,auditiva,59.0
499,939,38,20/6/2021,A,,N,Bilbao,bar,hostelería,orgánica,53.0
500,892,38,13/7/2021,R,Perfecto,N,Bilbao,bar,hostelería,auditiva,51.0
501,506,38,17/7/2021,R,,N,Bilbao,bar,hostelería,auditiva,75.0
502,384,38,2/7/2021,R,,N,Bilbao,bar,hostelería,orgánica,64.0
503,265,38,4/6/2021,R,,N,Bilbao,bar,hostelería,motora,53.0
504,930,38,17/7/2021,R,,N,Bilbao,bar,hostelería,orgánica,29.0
505,132,38,7/7/2021,R,,N,Bilbao,bar,hostelería,visual,46.0
506,606,38,5/7/2021,R,,N,Bilbao,bar,hostelería,ninguna,0.0
507,163,38,6/6/2021,R,,N,Bilbao,bar,hostelería,ninguna,0.0
508,577,38,22/6/2021,R,,N,Bilbao,bar,hostelería,ninguna,0.0
509,936,38,31/5/2021,R,,N,Bilbao,bar,hostelería,orgánica,59.0
510,53,38,31/5/2021,R,,N,Bilbao,bar,hostelería,visual,58.0
511,886,38,12/6/2021,R,,N,Bilbao,bar,hostelería,orgánica,61.0
512,114,38,27/5/2021,R,,N,Bilbao,bar,hostelería,cognitiva,66.0
513,147,38,9/7/2021,R,,N,Bilbao,bar,hostelería,visual,64.0
514,470,38,20/7/2021,R,,N,Bilbao,bar,hostelería,auditiva,37.0
515,643,38,15/7/2021,R,,N,Bilbao,bar,hostelería,motora,35.0
516,969,38,8/7/2021,R,,N,Bilbao,bar,hostelería,auditiva,55.0
517,219,38,3/7/2021,R,,N,Bilbao,bar,hostelería,orgánica,41.0
518,596,38,24/5/2021,R,Para no volver. Hay un escalon en la entrada. Sitio nada accesible.,N,Bilbao,bar,hostelería,visual,49.0
519,501,38,28/6/2021,R,"Tienen mi like, pasense.",N,Bilbao,bar,hostelería,orgánica,82.0
520,146,38,24/6/2021,R,,N,Bilbao,bar,hostelería,orgánica,23.0
521,443,38,15/6/2021,R,,N,Bilbao,bar,hostelería,orgánica,78.0
522,544,38,24/5/2021,R,,N,Bilbao,bar,hostelería,ninguna,0.0
523,976,38,4/6/2021,R,"Lugar no recomendable, tiene un estilo de suelo empedrado que no favorece a la movilidad de las personas con discapacidad.",N,Bilbao,bar,hostelería,cognitiva,62.0
524,540,39,24/5/2021,V,,N,Málaga,restaurante,hostelería,cognitiva,51.0
525,943,39,11/6/2021,V,,N,Málaga,restaurante,hostelería,cognitiva,78.0
526,317,39,11/7/2021,A,,N,Málaga,restaurante,hostelería,orgánica,48.0
527,222,39,11/6/2021,A,Muy recomendable.,N,Málaga,restaurante,hostelería,visual,63.0
528,74,39,14/6/2021,A,,N,Málaga,restaurante,hostelería,auditiva,49.0
529,636,39,14/7/2021,A,,N,Málaga,restaurante,hostelería,cognitiva,47.0
530,693,39,30/6/2021,A,,N,Málaga,restaurante,hostelería,auditiva,41.0
531,30,39,18/6/2021,A,,N,Málaga,restaurante,hostelería,visual,61.0
532,985,39,26/6/2021,A,,N,Málaga,restaurante,hostelería,orgánica,41.0
533,193,39,20/6/2021,A,"I loved it, loves to Spain!",N,Málaga,restaurante,hostelería,cognitiva,58.0
534,725,39,14/6/2021,R,,N,Málaga,restaurante,hostelería,orgánica,45.0
535,627,39,12/7/2021,R,,N,Málaga,restaurante,hostelería,auditiva,59.0
536,330,40,27/5/2021,V,,Y,Málaga,restaurante,hostelería,cognitiva,61.0
537,763,40,6/6/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",Y,Málaga,restaurante,hostelería,visual,39.0
538,900,40,24/5/2021,V,,Y,Málaga,restaurante,hostelería,motora,41.0
539,35,40,12/6/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,87.0
540,633,40,21/6/2021,V,Está muy bien adaptado.,Y,Málaga,restaurante,hostelería,visual,30.0
541,757,40,17/7/2021,V,,Y,Málaga,restaurante,hostelería,orgánica,78.0
542,423,40,17/7/2021,V,,Y,Málaga,restaurante,hostelería,auditiva,48.0
543,359,40,17/6/2021,V,"Vaya, además de que me ha encantado, da gusto poder encontrarte sitios así­, actualizados, accesibles. Seguro que vuelvo cuando me pasé por la ciudad!",Y,Málaga,restaurante,hostelería,motora,65.0
544,310,40,22/6/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",Y,Málaga,restaurante,hostelería,cognitiva,25.0
545,261,40,19/7/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
546,964,40,24/5/2021,V,Está muy bien adaptado.,Y,Málaga,restaurante,hostelería,orgánica,79.0
547,357,40,27/6/2021,V,,Y,Málaga,restaurante,hostelería,cognitiva,73.0
548,607,40,16/6/2021,V,"Estoy seguro, que como a mi, al que está arriba también le pareció accesible.",Y,Málaga,restaurante,hostelería,cognitiva,51.0
549,555,40,5/7/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
550,355,40,7/6/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Málaga,restaurante,hostelería,cognitiva,29.0
551,840,40,9/6/2021,V,Está muy bien adaptado.,Y,Málaga,restaurante,hostelería,orgánica,52.0
552,654,40,21/6/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
553,641,40,26/5/2021,V,,Y,Málaga,restaurante,hostelería,cognitiva,86.0
554,583,40,11/6/2021,V,,Y,Málaga,restaurante,hostelería,visual,37.0
555,312,40,18/6/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
556,892,40,18/6/2021,V,"Pasabamos por aquí­, decidimos meternos después de ver que estaba en la applicación y no hemos encontrado ningun inconveniente.",Y,Málaga,restaurante,hostelería,auditiva,51.0
557,975,40,20/7/2021,V,,Y,Málaga,restaurante,hostelería,visual,33.0
558,462,40,30/6/2021,V,,Y,Málaga,restaurante,hostelería,visual,38.0
559,348,40,2/7/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",Y,Málaga,restaurante,hostelería,cognitiva,46.0
560,868,40,25/5/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Málaga,restaurante,hostelería,auditiva,34.0
561,399,40,12/7/2021,V,"Volveré, de los lugares mas accesibles en los que he estado.",Y,Málaga,restaurante,hostelería,auditiva,49.0
562,401,40,16/6/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
563,754,40,26/5/2021,V,"Estoy seguro, que como a mi, al que está arriba también le pareció accesible.",Y,Málaga,restaurante,hostelería,ninguna,0.0
564,422,40,21/6/2021,V,,Y,Málaga,restaurante,hostelería,orgánica,36.0
565,586,40,9/7/2021,V,,Y,Málaga,restaurante,hostelería,ninguna,0.0
566,535,40,25/6/2021,A,,Y,Málaga,restaurante,hostelería,cognitiva,86.0
567,901,40,29/5/2021,A,,Y,Málaga,restaurante,hostelería,ninguna,0.0
568,353,40,1/7/2021,A,,Y,Málaga,restaurante,hostelería,ninguna,0.0
569,750,40,20/6/2021,A,,Y,Málaga,restaurante,hostelería,auditiva,81.0
570,276,40,27/5/2021,A,,Y,Málaga,restaurante,hostelería,orgánica,64.0
571,469,40,17/6/2021,A,,Y,Málaga,restaurante,hostelería,cognitiva,53.0
